date,hour,net,upRegulationZeroCoded,upRegulationOneCoded,upRegulationTwoCoded,downRegulationZeroCoded,downRegulationOneCoded,downRegulationTwoCoded,upRegulationDelivered,downRegulationDelivered,system_direction
2019-01-01,0,-1934.795,0,0,0,2288.567,0,0,0,-1934.795,Negative
2019-01-01,1,-750.866,0,0,0,808.083,0,0,0,-750.866,Negative
2019-01-01,2,-982.767,0,0,0,1060.75,0,0,0,-982.767,Negative
2019-01-01,3,-764.62,0,0,0,1120.483,0,0,0,-764.62,Negative
2019-01-01,4,-1233.289,0,0,0,1874.633,56,0,0,-1233.289,Negative
2019-01-01,5,-1469.061,0,0,0,2125,56,0,0,-1469.061,Negative
2019-01-01,6,-1444.749,0,0,0,2086,0,0,0,-1444.749,Negative
2019-01-01,7,-1339.938,0,0,0,1963,0,0,0,-1339.938,Negative
2019-01-01,8,-1884.543,0,0,0,2509.767,0,0,0,-1884.543,Negative
2019-01-01,9,-2178.792,0,0,0,2614.716,0,0,0,-2178.792,Negative
2019-01-01,10,-2036.002,41.833,0,0,2459.783,0,0,41.177,-2077.179,Negative
2019-01-01,11,-1647.966,0,0,0,1927.4,0,0,0,-1647.966,Negative
2019-01-01,12,-855.563,0,0,0,944,0,0,0,-855.563,Negative
2019-01-01,13,-78.651,0,0,0,81.967,0,0,0,-78.651,Negative
2019-01-01,14,202.696,277.866,0,0,0,0,0,202.696,0,Positive
2019-01-01,15,206.927,452.401,0,0,224.717,0,0,407.644,-200.717,Positive
2019-01-01,16,-564.851,341.983,0,0,827.551,0,0,225.927,-790.778,Negative
2019-01-01,17,-1067.564,0,0,0,1215.9,0,0,0,-1067.564,Negative
2019-01-01,18,-1108.857,0,0,0,1228.833,0,0,0,-1108.857,Negative
2019-01-01,19,26.246,814.967,0,0,179.5,0,0,183.167,-156.921,Neutral
2019-01-01,20,-476.264,0,0,0,643,0,0,0,-476.264,Negative
2019-01-01,21,-959.578,0,0,0,1120.649,0,0,0,-959.578,Negative
2019-01-01,22,-510.932,0,0,0,531.918,0,0,0,-510.932,Negative
2019-01-01,23,249.887,376.551,0,0,0,0,0,249.887,0,Positive
2019-01-02,0,-1342.151,195.633,0,0,1616.515,0,0,195.633,-1537.784,Negative
2019-01-02,1,-1537.697,20,0,0,1872.234,0,0,20,-1557.697,Negative
2019-01-02,2,-1454.05,0,0,0,1796,0,0,0,-1454.05,Negative
2019-01-02,3,-1191.881,0,0,0,1667.968,0,0,0,-1191.881,Negative
2019-01-02,4,-1335.806,0,0,0,1756.567,0,0,0,-1335.806,Negative
2019-01-02,5,-1530.308,0,0,0,1988,0,0,0,-1530.308,Negative
2019-01-02,6,-2085.123,0,0,0,2646.784,0,0,0,-2085.123,Negative
2019-01-02,7,-1655.755,11.667,0,0,1912.931,0,0,11.667,-1667.422,Negative
2019-01-02,8,-782.533,200,0,0,1169.716,0,0,200,-982.533,Negative
2019-01-02,9,-593.648,0,0,0,798.582,0,0,0,-593.648,Negative
2019-01-02,10,-1217.052,53.583,0,0,1509.634,0,0,50.483,-1267.535,Negative
2019-01-02,11,-778.332,0,0,0,960.317,0,0,0,-778.332,Negative
2019-01-02,12,-356.932,95.833,0,0,567.167,0,0,95.833,-452.765,Negative
2019-01-02,13,-368.035,0,0,0,424.767,0,0,0,-368.035,Negative
2019-01-02,14,0,0,0,0,0,0,0,0,0,Neutral
2019-01-02,15,0,0,0,0,0,0,0,0,0,Neutral
2019-01-02,16,-32.744,150,0,0,255.85,0,0,150,-182.744,Neutral
2019-01-02,17,-112.81,0,0,0,140,0,0,0,-112.81,Negative
2019-01-02,18,-720.887,0,0,0,903.417,0,0,0,-720.887,Negative
2019-01-02,19,-1056.765,0,0,0,1280.3,0,0,0,-1056.765,Negative
2019-01-02,20,-1393.381,0,0,0,1571,0,0,0,-1393.381,Negative
2019-01-02,21,-1128.817,0,0,0,1299.667,0,0,0,-1128.817,Negative
2019-01-02,22,-935.94,0,0,0,1102,0,0,0,-935.94,Negative
2019-01-02,23,-1102.993,0,0,0,1319.617,0,0,0,-1102.993,Negative
2019-01-03,0,-1590.698,0,0,0,2511.899,0,0,0,-1590.698,Negative
2019-01-03,1,-795.365,341.917,0,0,1496.533,0,0,341.917,-1137.282,Negative
2019-01-03,2,-675.69,0,0,0,876.401,0,0,0,-675.69,Negative
2019-01-03,3,-941.087,0,0,0,1129,0,0,0,-941.087,Negative
2019-01-03,4,-777.777,0,0,0,1069.617,0,0,0,-777.777,Negative
2019-01-03,5,-1036.593,0,0,0,1423,0,0,0,-1036.593,Negative
2019-01-03,6,-1030.839,0,0,0,1378.6,0,0,0,-1030.839,Negative
2019-01-03,7,-1006.025,71.25,0,0,1396.45,0,0,71.25,-1077.275,Negative
2019-01-03,8,-498.33,572.418,0,0,1278.483,0,0,563.818,-1062.148,Negative
2019-01-03,9,-734.723,0,0,0,905.516,0,0,0,-734.723,Negative
2019-01-03,10,-822.901,45.833,0,0,1084.75,0,0,45.833,-868.734,Negative
2019-01-03,11,-1035.319,0,0,0,1272.584,0,0,0,-1035.319,Negative
2019-01-03,12,-969.683,116.833,0,0,1246,0,0,116.163,-1085.846,Negative
2019-01-03,13,-850.352,0,0,0,1021.116,0,0,0,-850.352,Negative
2019-01-03,14,-361.745,0,0,0,466,0,0,0,-361.745,Negative
2019-01-03,15,-414.213,0,0,0,526,0,0,0,-414.213,Negative
2019-01-03,16,-563.407,58.333,0,0,822.667,0,0,58.333,-621.74,Negative
2019-01-03,17,-1361.472,0,0,0,2052.933,0,0,0,-1361.472,Negative
2019-01-03,18,-602.538,75,0,0,766.75,0,0,75,-677.538,Negative
2019-01-03,19,-341.262,0,0,0,415,0,0,0,-341.262,Negative
2019-01-03,20,-788.13,0,0,0,912.9,0,0,0,-788.13,Negative
2019-01-03,21,-1094.551,0,0,0,1273.934,0,0,0,-1094.551,Negative
2019-01-03,22,-799.049,0,0,0,901.717,0,0,0,-799.049,Negative
2019-01-03,23,-465.18,0,0,0,567.517,0,0,0,-465.18,Negative
2019-01-04,0,-1786.145,0,0,0,1938.083,0,0,0,-1786.145,Negative
2019-01-04,1,-949.636,60,0,0,1080.033,0,0,32,-981.636,Negative
2019-01-04,2,-807.703,0,0,0,1037.733,0,0,0,-807.703,Negative
2019-01-04,3,-886.99,0,0,0,1095.75,0,0,0,-886.99,Negative
2019-01-04,4,-872.202,0,0,0,1216.517,0,0,0,-872.202,Negative
2019-01-04,5,-646.096,0,0,0,967.251,0,0,0,-646.096,Negative
2019-01-04,6,-1007.494,0,0,0,1199.083,0,0,0,-1007.494,Negative
2019-01-04,7,79.142,913.835,610,0,0,952,0,966.842,-887.7,Positive
2019-01-04,8,539.863,2019.433,314.333,0,119.133,990.033,0,1641.029,-1101.166,Positive
2019-01-04,9,174.388,1116.302,0,0,523.35,0,0,692.572,-518.184,Positive
2019-01-04,10,-386.802,62.5,0,0,630.5,0,0,62.5,-449.302,Negative
2019-01-04,11,-472.189,0,0,0,635.667,0,0,0,-472.189,Negative
2019-01-04,12,-399.113,220.833,0,0,853,0,0,220.833,-619.946,Negative
2019-01-04,13,-1594.399,105.334,0,0,1967.8,0,0,105.334,-1699.733,Negative
2019-01-04,14,-1561.131,0,0,0,1810.833,0,0,0,-1561.131,Negative
2019-01-04,15,-1746.85,16.667,0,0,2047.666,0,0,16.667,-1763.517,Negative
2019-01-04,16,-1772.805,177.333,0,0,2247.65,0,0,177.333,-1950.138,Negative
2019-01-04,17,-1656.419,0,0,0,1939.133,0,0,0,-1656.419,Negative
2019-01-04,18,-1393.349,0,0,0,1639.166,0,0,0,-1393.349,Negative
2019-01-04,19,-1667.606,0,0,0,1966.917,0,0,0,-1667.606,Negative
2019-01-04,20,-1609.803,83.334,0,0,2035.984,0,0,83.334,-1693.137,Negative
2019-01-04,21,-1362.676,0,0,0,1718.634,0,0,0,-1362.676,Negative
2019-01-04,22,-1692.954,0,0,0,2009.084,0,0,0,-1692.954,Negative
2019-01-04,23,-1737.365,36.667,0,0,2289,0,0,36.667,-1774.032,Negative
2019-01-05,0,-1726.22,0,0,0,2183.418,0,0,0,-1726.22,Negative
2019-01-05,1,-1226.037,98.333,0,0,1602.167,0,0,98.333,-1324.37,Negative
2019-01-05,2,-1155.505,0,0,0,1521,0,0,0,-1155.505,Negative
2019-01-05,3,-1212.783,0,0,0,1523,0,0,0,-1212.783,Negative
2019-01-05,4,-887.259,0,0,0,1327,0,0,0,-887.259,Negative
2019-01-05,5,-1276.306,0,0,0,1609,0,0,0,-1276.306,Negative
2019-01-05,6,-1520.576,0,0,0,1908,0,0,0,-1520.576,Negative
2019-01-05,7,-1432.143,0,0,0,1846.934,0,0,0,-1432.143,Negative
2019-01-05,8,-1457.786,31.917,0,0,1847.433,0,0,30.897,-1488.683,Negative
2019-01-05,9,-1808.862,181.25,0,0,2279.314,0,0,181.25,-1990.112,Negative
2019-01-05,10,-1346.634,117.05,0,0,1779.615,0,0,110.59,-1457.224,Negative
2019-01-05,11,-545.782,0,0,0,710,0,0,0,-545.782,Negative
2019-01-05,12,-253.289,150.033,0,0,522.25,0,0,147.863,-401.152,Negative
2019-01-05,13,-109.95,20.833,0,0,139.583,0,0,20.833,-130.783,Negative
2019-01-05,14,-166.746,0,0,0,201.866,0,0,0,-166.746,Negative
2019-01-05,15,-510.765,0,0,0,842,0,0,0,-510.765,Negative
2019-01-05,16,-441.405,12.5,0,0,674,0,0,12.5,-453.905,Negative
2019-01-05,17,-1355.701,0,0,0,1909.316,0,0,0,-1355.701,Negative
2019-01-05,18,-738.509,0,0,0,1268.5,0,0,0,-738.509,Negative
2019-01-05,19,-877.067,0,0,0,1422.334,0,0,0,-877.067,Negative
2019-01-05,20,-646.249,0,0,0,1205.333,0,0,0,-646.249,Negative
2019-01-05,21,-776.519,0,0,0,1290.316,0,0,0,-776.519,Negative
2019-01-05,22,-834.626,0,0,0,1307.833,0,0,0,-834.626,Negative
2019-01-05,23,-570.966,0,0,0,1085.333,0,0,0,-570.966,Negative
2019-01-06,0,-518.325,0,0,0,586.851,0,0,0,-518.325,Negative
2019-01-06,1,76.316,118.816,0,0,0,0,0,76.316,0,Positive
2019-01-06,2,84,95,0,0,0,0,0,84,0,Positive
2019-01-06,3,-160.233,0,0,0,160.417,0,0,0,-160.233,Negative
2019-01-06,4,0,0,0,0,0,0,0,0,0,Neutral
2019-01-06,5,0,0,0,0,0,0,0,0,0,Neutral
2019-01-06,6,0,0,0,0,0,0,0,0,0,Neutral
2019-01-06,7,0,0,0,0,0,0,0,0,0,Neutral
2019-01-06,8,-477.883,75,0,0,523.133,0,0,45,-522.883,Negative
2019-01-06,9,-546.366,0,0,0,618.366,0,0,0,-546.366,Negative
2019-01-06,10,-855.031,0,0,0,1511.684,0,0,0,-855.031,Negative
2019-01-06,11,-161.625,0,0,0,182.682,0,0,0,-161.625,Negative
2019-01-06,12,610.743,1071.516,0,0,0,0,0,610.743,0,Positive
2019-01-06,13,696.613,1281.748,0,0,0,0,0,696.613,0,Positive
2019-01-06,14,1090.326,2565.75,0,0,0,0,0,1090.326,0,Positive
2019-01-06,15,1155.51,1886,0,0,0,0,0,1155.51,0,Positive
2019-01-06,16,1177.085,2150.533,0,0,0,0,0,1177.085,0,Positive
2019-01-06,17,279.916,410.516,0,0,0,0,0,279.916,0,Positive
2019-01-06,18,74.293,155.7,0,0,0,0,0,74.293,0,Positive
2019-01-06,19,796.928,2173.701,0,0,38.8,0,0,834.728,-37.8,Positive
2019-01-06,20,687.497,2318.35,0,0,108.333,0,0,795.83,-108.333,Positive
2019-01-06,21,486.203,2030.116,0,0,148.25,0,0,634.453,-148.25,Positive
2019-01-06,22,369.423,1905.5,0,0,149.917,0,0,519.34,-149.917,Positive
2019-01-06,23,523.813,2333.25,0,0,211.2,0,0,734.513,-210.7,Positive
2019-01-07,0,-1176.657,181.932,0,0,1487.149,0,0,142.779,-1319.436,Negative
2019-01-07,1,-406.941,101.5,0,0,674.75,0,0,100.47,-507.411,Negative
2019-01-07,2,-403.687,0,0,0,428.467,0,0,0,-403.687,Negative
2019-01-07,3,-579.674,0,0,0,685,0,0,0,-579.674,Negative
2019-01-07,4,467.443,702.333,0,0,0,0,0,467.443,0,Positive
2019-01-07,5,391.953,800.633,0,0,0,0,0,391.953,0,Positive
2019-01-07,6,520.383,952.383,0,0,0,0,0,520.383,0,Positive
2019-01-07,7,655.97,791.4,0,0,0,0,0,655.97,0,Positive
2019-01-07,8,1643.066,2822.95,0,0,291.234,0,0,1931.8,-288.734,Positive
2019-01-07,9,2104.923,2951.399,0,0,54.25,0,0,2146.673,-41.75,Positive
2019-01-07,10,2278.064,2837.6,266,0,0,0,0,2278.064,0,Positive
2019-01-07,11,1928.721,2345.483,266,0,183.333,0,0,2112.054,-183.333,Positive
2019-01-07,12,1776.793,1976.917,266,0,55.5,0,0,1832.293,-55.5,Positive
2019-01-07,13,1824.072,2099.85,266,0,23,0,0,1847.072,-23,Positive
2019-01-07,14,1948.549,2267,210,0,0,0,0,1948.549,0,Positive
2019-01-07,15,2024.501,2295.333,210,0,0,0,0,2024.501,0,Positive
2019-01-07,16,2276.499,2585.833,210,0,0,0,0,2276.499,0,Positive
2019-01-07,17,1628.765,2251,210,0,154,0,0,1776.355,-147.59,Positive
2019-01-07,18,1427.524,1990.134,210,0,175.5,0,0,1598.044,-170.52,Positive
2019-01-07,19,1173.955,1631.332,73.5,0,117,0,0,1290.955,-117,Positive
2019-01-07,20,145.134,278.067,0,0,98.833,0,0,243.967,-98.833,Positive
2019-01-07,21,-35.417,0,0,0,35.417,0,0,0,-35.417,Neutral
2019-01-07,22,-392.69,0,0,0,727.551,0,0,0,-392.69,Negative
2019-01-07,23,92.241,578.715,0,0,327.4,0,0,350.444,-258.203,Positive
2019-01-08,0,-464.4,0,0,0,761.616,0,0,0,-464.4,Negative
2019-01-08,1,-8.662,245.833,0,0,259.067,0,0,206.833,-215.495,Neutral
2019-01-08,2,70.445,274.748,0,0,17.1,0,0,85.145,-14.7,Positive
2019-01-08,3,60.549,352,0,0,0,0,0,60.549,0,Positive
2019-01-08,4,43.14,352,0,0,0,0,0,43.14,0,Neutral
2019-01-08,5,25.49,212,0,0,0,0,0,25.49,0,Neutral
2019-01-08,6,19.01,212,0,0,0,0,0,19.01,0,Neutral
2019-01-08,7,35,45,0,0,0,0,0,35,0,Neutral
2019-01-08,8,1114.898,3219.367,0,0,131.083,0,0,1234.981,-120.083,Positive
2019-01-08,9,1491.355,3120.967,0,0,8.25,0,0,1499.605,-8.25,Positive
2019-01-08,10,1804.888,2944.333,0,0,0,0,0,1804.888,0,Positive
2019-01-08,11,1997.029,2777,0,0,125,0,0,2122.029,-125,Positive
2019-01-08,12,2078.662,2586.6,0,0,0,0,0,2078.662,0,Positive
2019-01-08,13,1643.783,2173,0,0,106.667,0,0,1750.45,-106.667,Positive
2019-01-08,14,1696.43,2101,0,0,0,0,0,1696.43,0,Positive
2019-01-08,15,1861.557,2208.833,0,0,0,0,0,1861.557,0,Positive
2019-01-08,16,1721.674,2111.234,0,0,0,0,0,1721.674,0,Positive
2019-01-08,17,1545.293,2065.666,0,0,0,0,0,1545.293,0,Positive
2019-01-08,18,1089.391,1771.901,0,0,238.333,0,0,1326.424,-237.033,Positive
2019-01-08,19,464.453,1023,0,0,164.467,0,0,627.92,-163.467,Positive
2019-01-08,20,146.313,772,0,0,226.567,20.25,0,388.53,-242.217,Positive
2019-01-08,21,142.275,523.351,0,0,91.666,45,0,278.941,-136.666,Positive
2019-01-08,22,-287.11,0,0,0,255.667,45,0,0,-287.11,Negative
2019-01-08,23,25.263,556.017,0,0,136.367,45,0,148.057,-122.794,Neutral
2019-01-09,0,-1243.064,0,0,0,1578.967,45,0,0,-1243.064,Negative
2019-01-09,1,-102.376,353.701,0,0,219.75,45,0,161.604,-263.98,Negative
2019-01-09,2,-119.367,0,0,0,79.75,45,0,0,-119.367,Negative
2019-01-09,3,-277.01,0,0,0,295.166,45,0,0,-277.01,Negative
2019-01-09,4,-161.577,138,0,0,236.567,45,0,114.89,-276.467,Negative
2019-01-09,5,274.039,508.649,0,0,0,45,0,319.039,-45,Positive
2019-01-09,6,1098.331,2309.4,0,0,0,45,0,1143.331,-45,Positive
2019-01-09,7,1095.848,1788.418,0,0,0,45,0,1140.848,-45,Positive
2019-01-09,8,933.622,2967.467,0,0,227.016,45,0,1203.898,-270.276,Positive
2019-01-09,9,1010.553,2856.566,0,0,0,77.55,0,1088.053,-77.5,Positive
2019-01-09,10,1046.755,2623.75,0,0,0,155,0,1201.755,-155,Positive
2019-01-09,11,773.82,1963.167,0,0,173,147,0,1093.82,-320,Positive
2019-01-09,12,779.145,1707.515,0,0,0,102.3,0,879.445,-100.3,Positive
2019-01-09,13,-626.367,0,0,0,930.767,45,0,0,-626.367,Negative
2019-01-09,14,-363.08,0,0,0,703.6,12,0,0,-363.08,Negative
2019-01-09,15,-866.5,0,0,0,1224,0,0,0,-866.5,Negative
2019-01-09,16,-1151.383,0,0,0,1661.716,0,0,0,-1151.383,Negative
2019-01-09,17,-1618.101,0,0,0,2201.366,0,0,0,-1618.101,Negative
2019-01-09,18,-1474.85,0,0,0,2042.451,0,0,0,-1474.85,Negative
2019-01-09,19,-1132.17,0,0,0,1739.133,0,0,0,-1132.17,Negative
2019-01-09,20,66.985,314.466,0,0,190.134,0,0,220.336,-153.351,Positive
2019-01-09,21,254.35,528.817,0,0,174,0,0,365.312,-110.962,Positive
2019-01-09,22,-624.401,0,0,0,819.917,0,0,0,-624.401,Negative
2019-01-09,23,-577.579,0,0,0,699.065,0,0,0,-577.579,Negative
2019-01-10,0,-1038.683,0,0,0,1365.833,0,0,0,-1038.683,Negative
2019-01-10,1,-920.727,195.833,0,0,1412.75,0,0,195.833,-1116.56,Negative
2019-01-10,2,-927.84,142.5,0,0,1366,0,0,142.5,-1070.34,Negative
2019-01-10,3,-1143.596,0,0,0,1627.2,0,0,0,-1143.596,Negative
2019-01-10,4,-1523.671,0,0,0,2199.616,0,0,0,-1523.671,Negative
2019-01-10,5,-1576.56,0,0,0,2374,0,0,0,-1576.56,Negative
2019-01-10,6,-1189.154,0,0,0,1633.136,0,0,0,-1189.154,Negative
2019-01-10,7,-97.073,92.5,0,0,379.583,0,0,92.5,-189.573,Negative
2019-01-10,8,81.98,658.301,0,0,461.366,0,0,453.535,-371.555,Positive
2019-01-10,9,156.958,452.25,0,0,85.816,0,0,236.774,-79.816,Positive
2019-01-10,10,51.413,386,0,0,0,0,0,51.413,0,Positive
2019-01-10,11,309.726,520.416,0,0,0,0,0,309.726,0,Positive
2019-01-10,12,193.522,440.667,0,0,0,0,0,193.522,0,Positive
2019-01-10,13,278.303,517,0,0,0,0,0,278.303,0,Positive
2019-01-10,14,74.517,125.634,0,0,0,0,0,74.517,0,Positive
2019-01-10,15,-107.902,0,0,0,164.75,0,0,0,-107.902,Negative
2019-01-10,16,-771.416,0,0,0,996.317,0,0,0,-771.416,Negative
2019-01-10,17,-1100.59,0,0,0,1306,0,0,0,-1100.59,Negative
2019-01-10,18,-1017.67,0,0,0,1250.45,0,0,0,-1017.67,Negative
2019-01-10,19,-768.146,0,0,0,855.1,0,0,0,-768.146,Negative
2019-01-10,20,-672.225,0,0,0,829.166,0,0,0,-672.225,Negative
2019-01-10,21,-665.397,0,0,0,806.717,0,0,0,-665.397,Negative
2019-01-10,22,-347.567,0,0,0,1198.134,0,0,0,-347.567,Negative
2019-01-10,23,-775.475,0,0,0,865.8,0,0,0,-775.475,Negative
2019-01-11,0,-973.318,30.667,0,0,1814.234,0,0,29.667,-1002.985,Negative
2019-01-11,1,-444.39,197.416,0,0,1575.833,0,0,193.416,-637.806,Negative
2019-01-11,2,-688.345,0,0,0,1715.284,0,0,0,-688.345,Negative
2019-01-11,3,-1106.441,0,0,0,2193,0,0,0,-1106.441,Negative
2019-01-11,4,-1643.473,0,0,0,2169,0,0,0,-1643.473,Negative
2019-01-11,5,-1292.781,0,0,0,1811.449,0,0,0,-1292.781,Negative
2019-01-11,6,-407.33,53.333,0,0,743.733,0,0,51.333,-458.663,Negative
2019-01-11,7,292.73,323.083,0,0,0,0,0,292.73,0,Positive
2019-01-11,8,849.384,1422.249,0,0,56.334,0,0,905.718,-56.334,Positive
2019-01-11,9,583.779,1028,0,0,0,0,0,583.779,0,Positive
2019-01-11,10,590.875,1028,0,0,0,0,0,590.875,0,Positive
2019-01-11,11,127.897,301.6,0,0,8.25,0,0,136.147,-8.25,Positive
2019-01-11,12,-178.638,0,0,0,300.366,0,0,0,-178.638,Negative
2019-01-11,13,-279.214,0,0,0,352.867,0,0,0,-279.214,Negative
2019-01-11,14,-233.809,0,0,0,479.567,0,0,0,-233.809,Negative
2019-01-11,15,-434.655,0,0,0,840,0,0,0,-434.655,Negative
2019-01-11,16,-387.536,201.733,0,0,985.003,0,0,175.9,-563.436,Negative
2019-01-11,17,-76.466,0,0,0,194.7,0,0,0,-76.466,Negative
2019-01-11,18,-175.667,0,0,0,175.667,0,0,0,-175.667,Negative
2019-01-11,19,-29.051,33.333,0,0,143.784,0,0,33.333,-62.384,Neutral
2019-01-11,20,-80.226,0,0,0,375.333,0,0,0,-80.226,Negative
2019-01-11,21,-122.427,0,0,0,419,0,0,0,-122.427,Negative
2019-01-11,22,-285.799,0,0,0,510.867,0,0,0,-285.799,Negative
2019-01-11,23,-136,0,0,0,344,0,0,0,-136,Negative
2019-01-12,0,-234.027,61.333,0,0,353.233,0,0,61.333,-295.36,Negative
2019-01-12,1,-104.085,230.882,0,0,366.167,0,0,230.182,-334.267,Negative
2019-01-12,2,70,105,0,0,0,0,0,70,0,Positive
2019-01-12,3,0,0,0,0,0,0,0,0,0,Neutral
2019-01-12,4,0,0,0,0,0,0,0,0,0,Neutral
2019-01-12,5,0,0,0,0,0,0,0,0,0,Neutral
2019-01-12,6,13.333,13.333,0,0,0,0,0,13.333,0,Neutral
2019-01-12,7,14.04,32.5,0,0,0,0,0,14.04,0,Neutral
2019-01-12,8,253.412,544.598,0,0,99.083,0,0,352.205,-98.793,Positive
2019-01-12,9,595.68,1730.917,0,0,0,0,0,595.68,0,Positive
2019-01-12,10,-39.926,209.066,0,0,393.932,0,0,171.416,-211.342,Neutral
2019-01-12,11,0,0,0,0,0,0,0,0,0,Neutral
2019-01-12,12,0,0,0,0,0,0,0,0,0,Neutral
2019-01-12,13,0,0,0,0,0,0,0,0,0,Neutral
2019-01-12,14,0,0,0,0,0,0,0,0,0,Neutral
2019-01-12,15,0,0,0,0,0,0,0,0,0,Neutral
2019-01-12,16,0,0,0,0,0,0,0,0,0,Neutral
2019-01-12,17,-343.866,4.5,0,0,371.101,0,0,4.5,-348.366,Negative
2019-01-12,18,196.123,580.733,0,0,0,0,0,196.123,0,Positive
2019-01-12,19,-264.322,0,0,0,285.7,0,0,0,-264.322,Negative
2019-01-12,20,-414.56,0,0,0,438.417,0,0,0,-414.56,Negative
2019-01-12,21,-361.05,0,0,0,383,0,0,0,-361.05,Negative
2019-01-12,22,-375.934,0,0,0,433.8,0,0,0,-375.934,Negative
2019-01-12,23,-799.134,0,0,0,815.884,0,0,0,-799.134,Negative
2019-01-13,0,-907.13,0,0,0,1067.167,0,0,0,-907.13,Negative
2019-01-13,1,166.067,259.567,0,0,87.5,0,0,253.567,-87.5,Positive
2019-01-13,2,0,0,0,0,0,0,0,0,0,Neutral
2019-01-13,3,0,0,0,0,0,0,0,0,0,Neutral
2019-01-13,4,0,0,0,0,0,0,0,0,0,Neutral
2019-01-13,5,21.53,33.817,0,0,0,0,0,21.53,0,Neutral
2019-01-13,6,237.92,450,0,0,0,0,0,237.92,0,Positive
2019-01-13,7,291.871,710.434,0,0,107.5,0,0,399.371,-107.5,Positive
2019-01-13,8,-389.304,24.733,0,0,486.717,0,0,23.363,-412.667,Negative
2019-01-13,9,-908.27,48.3,0,0,1040.383,0,0,47.98,-956.25,Negative
2019-01-13,10,-496.283,101.584,0,0,597.867,0,0,101.584,-597.867,Negative
2019-01-13,11,524.455,540.015,0,0,0,0,0,524.455,0,Positive
2019-01-13,12,621.988,1242,0,0,0,0,0,621.988,0,Positive
2019-01-13,13,1044.385,1568.067,0,0,0,0,0,1044.385,0,Positive
2019-01-13,14,843.264,1156.666,0,0,0,0,0,843.264,0,Positive
2019-01-13,15,779.747,1164,0,0,0,0,0,779.747,0,Positive
2019-01-13,16,1292.891,2055.366,0,0,0,0,0,1292.891,0,Positive
2019-01-13,17,740.718,2760,0,0,0,0,0,740.718,0,Positive
2019-01-13,18,95.28,508.633,0,0,0,0,0,95.28,0,Positive
2019-01-13,19,-33.35,0,0,0,33.35,0,0,0,-33.35,Neutral
2019-01-13,20,-91.417,0,0,0,91.417,0,0,0,-91.417,Negative
2019-01-13,21,-180.476,0,0,0,180.817,0,0,0,-180.476,Negative
2019-01-13,22,-304.247,0,0,0,334.133,0,0,0,-304.247,Negative
2019-01-13,23,-348.593,0,0,0,433.333,0,0,0,-348.593,Negative
2019-01-14,0,-1257.335,0,0,0,1334.4,0,0,0,-1257.335,Negative
2019-01-14,1,-902.617,130.833,0,0,1083.917,0,0,113.1,-1015.717,Negative
2019-01-14,2,-882.376,0,0,0,954.8,0,0,0,-882.376,Negative
2019-01-14,3,-818.39,0,0,0,911,0,0,0,-818.39,Negative
2019-01-14,4,-837.5,0,0,0,838.5,0,0,0,-837.5,Negative
2019-01-14,5,-831.14,0,0,0,835,0,0,0,-831.14,Negative
2019-01-14,6,-879.525,62.5,0,0,1039,0,0,56.5,-936.025,Negative
2019-01-14,7,-573.468,232.35,0,0,1158.983,0,0,231.76,-805.228,Negative
2019-01-14,8,922.151,1470.116,0,0,182.666,0,0,1057.317,-135.166,Positive
2019-01-14,9,-22.853,92.85,0,0,112.816,0,0,89.383,-112.236,Neutral
2019-01-14,10,94.125,129.368,0,0,20.833,0,0,114.958,-20.833,Positive
2019-01-14,11,363.288,662,0,0,37.5,0,0,400.788,-37.5,Positive
2019-01-14,12,419.997,736.833,0,0,0,0,0,419.997,0,Positive
2019-01-14,13,431.407,706.167,0,0,0,0,0,431.407,0,Positive
2019-01-14,14,832.624,1093,0,0,0,0,0,832.624,0,Positive
2019-01-14,15,803.59,1146,0,0,0,0,0,803.59,0,Positive
2019-01-14,16,349.977,763.367,0,0,0,0,0,349.977,0,Positive
2019-01-14,17,0,0,0,0,0,0,0,0,0,Neutral
2019-01-14,18,-134.334,0,0,0,128.334,6,0,0,-134.334,Negative
2019-01-14,19,-96.117,0,0,0,96.117,0,0,0,-96.117,Negative
2019-01-14,20,0,0,0,0,0,0,0,0,0,Neutral
2019-01-14,21,-512.629,0,0,0,639.932,0,0,0,-512.629,Negative
2019-01-14,22,-795.804,0,0,0,1005.667,0,0,0,-795.804,Negative
2019-01-14,23,-1144.334,0,0,0,1453.9,0,0,0,-1144.334,Negative
2019-01-15,0,-1501.353,0,0,0,1856.1,0,0,0,-1501.353,Negative
2019-01-15,1,-341.854,325.95,0,0,789.267,0,0,302.95,-644.804,Negative
2019-01-15,2,-249.865,40,0,0,380.233,0,0,36,-285.865,Negative
2019-01-15,3,-345.029,61.333,0,0,523,0,0,61.333,-406.362,Negative
2019-01-15,4,-150.46,0,0,0,234,0,0,0,-150.46,Negative
2019-01-15,5,-290.752,0,0,0,404.517,0,0,0,-290.752,Negative
2019-01-15,6,0,0,0,0,0,0,0,0,0,Neutral
2019-01-15,7,854.267,1280.748,0,0,0,0,0,854.267,0,Positive
2019-01-15,8,1178.108,3079.651,0,0,195.116,0,0,1372.024,-193.916,Positive
2019-01-15,9,919.861,2944.066,0,0,285.883,0,0,1199.344,-279.483,Positive
2019-01-15,10,1183.587,2240.966,0,0,0,0,0,1183.587,0,Positive
